positiv;27.07.2016 11:49;"Live-action Ragman on  Wow! &amp; I thought my life was complete when I saw animated Aztek in JLU!! dccomics ";[{u'indices': [110, 119], u'text': u'dccomics'}]
neutral;27.07.2016 11:17;londoncallingsigh: Benedict Cumberbatch at SDCC...  via  ;[]
neutral;27.07.2016 09:52;LOOK AT HIM ;[]
neutral;27.07.2016 11:06;looks like they nailed 70's Vietnam vibe. WarnerBrothers KongSkullIsland Legendarypictures ;[{u'indices': [42, 57], u'text': u'WarnerBrothers'}, {u'indices': [58, 74], u'text': u'KongSkullIsland'}, {u'indices': [75, 93], u'text': u'Legendarypictures'}]
negativ;27.07.2016 11:33;Loool Got's panel for SDCC2016 is even more pathetic than last year, a bunch of supporting characters who get too much screen time;[{u'indices': [22, 31], u'text': u'SDCC2016'}]
positiv;27.07.2016 11:04;Love me some SamuraiJack ;[{u'indices': [13, 25], u'text': u'SamuraiJack'}]
positiv;27.07.2016 11:08;LOVE~! cosplay, deadpool, comic con, sdcc2016, san diego comic con, san diego comic con 2016, its lit ;[]
positiv;27.07.2016 12:01;Marvel delivered yet again at this years SDCC with a nice reveal of a second trailer for DOCTOR STRANGE. Now, the... ;[]
neutral;27.07.2016 12:05;"Marvel vs DC at the SDCC2016? Here's all you need to know. WednesdayWisdom
";[{u'indices': [0, 7], u'text': u'Marvel'}, {u'indices': [11, 14], u'text': u'DC'}, {u'indices': [22, 31], u'text': u'SDCC2016'}, {u'indices': [62, 78], u'text': u'WednesdayWisdom'}]
neutral;27.07.2016 10:33;Marvel's Agents of S.H.I.E.L.D. Season 4 Teaser from SDCC 2016 ;[]
neutral;27.07.2016 12:10;Marvel's Iron Fist - SDCC - First Look - Netflix [HD]  via ;[]
neutral;27.07.2016 11:31;Me as a parent.  ;[]
neutral;27.07.2016 11:00;Missed last week's SDCC Rodcast? You can read a summary here:  GearsofWar ;[{u'indices': [87, 98], u'text': u'GearsofWar'}]
neutral;27.07.2016 11:46;Missed news from SDCC: WynonnaEarp Renewed for a 2nd season:  ;[{u'indices': [17, 22], u'text': u'SDCC'}, {u'indices': [24, 36], u'text': u'WynonnaEarp'}]
neutral;27.07.2016 10:48;MORE LOVE FROM MATT KEY:  Doctor Strange Trailer Breakdown, SDCC Recap and More! | Marvel Movie Ne...  via ;[]
neutral;27.07.2016 11:36;MOTU Prince Adam 2016 SDCC Comic-Con Exclusive Loyal Subjects ;[]
neutral;27.07.2016 10:45;Mr Robot VR experience will debut at SDCC  MrRobot  via ;[{u'indices': [66, 74], u'text': u'MrRobot'}]
positiv;27.07.2016 10:15;my favorite ;[]
neutral;27.07.2016 10:03;My notes for my Justice League (SDCC 2016) First-Look Trailer reaction/review... ;[]
neutral;27.07.2016 11:50;Nathan Fillion - SDCC2016: ;[]
neutral;27.07.2016 10:53;New Episode of Nerd Porn is live! Episode 121 - San Diego Comic Con (SDCC) / Strangers Things  on SoundCloud;[{u'indices': [121, 132], u'text': u'SoundCloud'}]
neutral;27.07.2016 11:59;"New HOBI ep is out on  right now! Talking 10CloverfieldLane &amp; all the news from SDCC2016 ! 
SDCC DCU 
";[{u'indices': [4, 9], u'text': u'HOBI'}, {u'indices': [53, 71], u'text': u'10CloverfieldLane'}, {u'indices': [96, 105], u'text': u'SDCC2016'}, {u'indices': [109, 114], u'text': u'SDCC'}, {u'indices': [115, 119], u'text': u'DCU'}]
neutral;27.07.2016 11:00;New Podcast! Full SDCC roundup! Thoughts on Wonder Woman, JL, Doctor Strange and more! ;[]
neutral;27.07.2016 10:00;New poster AgentsofSHIELD SDCC2016 ;[{u'indices': [11, 26], u'text': u'AgentsofSHIELD'}, {u'indices': [27, 36], u'text': u'SDCC2016'}]
neutral;27.07.2016 10:48;NEW STOCK COMING SOON** THE WALKING DEAD - BURNING WALKER (SDCC 2016) ;[]
neutral;27.07.2016 11:11;New trending GIF via Giphy  gif ;[{u'indices': [51, 55], u'text': u'gif'}]
neutral;27.07.2016 10:36;Orders some sdcc exclusive pops  Refreshing emails all the time to check if they been shipped as can't wait for them to arrive;[{u'indices': [12, 17], u'text': u'sdcc'}]
neutral;27.07.2016 10:14;"original(!) court script recited by rick &amp; morty at SDCC2016
(""sligthly"" nsfw)



script: ";[{u'indices': [36, 41], u'text': u'rick'}, {u'indices': [48, 54], u'text': u'morty'}, {u'indices': [58, 67], u'text': u'SDCC2016'}, {u'indices': [80, 85], u'text': u'nsfw'}]
neutral;27.07.2016 10:00;OUAT cast SDCC2016 ;[{u'indices': [0, 5], u'text': u'OUAT'}, {u'indices': [11, 20], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:40;Our breakdown and analysis of TheWalkingDead season 7 SDCC trailer:   ;[{u'indices': [30, 45], u'text': u'TheWalkingDead'}, {u'indices': [55, 60], u'text': u'SDCC'}]
neutral;27.07.2016 10:00;Panel de The Magicians SDCC 2016 -  ;[]
neutral;27.07.2016 11:00;Panel de Time After Time SDCC 2016 -  ;[]
neutral;27.07.2016 09:59;Photo time The100 SDCC2016 ;[{u'indices': [11, 18], u'text': u'The100'}, {u'indices': [19, 28], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:05;Pinback Bobble Funko POP! SDCC Big Bang Theory Sheldon Cooper Batman T-shirt 2012 Comic Con  Store Mall;[{u'indices': [0, 8], u'text': u'Pinback'}, {u'indices': [9, 16], u'text': u'Bobble'}, {u'indices': [17, 23], u'text': u'Funko'}, {u'indices': [65, 72], u'text': u'Batman'}, {u'indices': [120, 126], u'text': u'Store'}, {u'indices': [127, 132], u'text': u'Mall'}]
neutral;27.07.2016 09:52;Pinback Bobble SDCC 2016 Exclusive Funko Pop Batman vs Superman False God  ...  ;[{u'indices': [0, 8], u'text': u'Pinback'}, {u'indices': [9, 16], u'text': u'Bobble'}, {u'indices': [37, 43], u'text': u'Funko'}, {u'indices': [48, 55], u'text': u'Batman'}]
neutral;27.07.2016 09:56;Pinback Bobble SDCC 2016 Funko POP SUICIDE SQUAD Batman 131 EXCLUSIVE  Store Mall;[{u'indices': [0, 8], u'text': u'Pinback'}, {u'indices': [9, 16], u'text': u'Bobble'}, {u'indices': [27, 33], u'text': u'Funko'}, {u'indices': [52, 59], u'text': u'Batman'}, {u'indices': [99, 105], u'text': u'Store'}, {u'indices': [106, 111], u'text': u'Mall'}]
neutral;27.07.2016 10:27;Pinned to Movies on  All SDCC Movie Trailers  TTDD;[{u'indices': [80, 85], u'text': u'TTDD'}]
neutral;27.07.2016 11:17;POP! Star Wars: Episode VII Han Solo with Bowcaster SDCC Exclusive - Collectibles: Price: $15.00 ETA: 12/31/1... ;[]
positiv;27.07.2016 12:05;promise me you must com back to any tv series  ;[]
neutral;27.07.2016 12:05;Rare New Hot SDCC 2016 Comic Con Exclusive Shopkins Jessicake Golden Shoppie ;[]
neutral;27.07.2016 12:06;reading teenage comments under spn cast interviews from sdcc like ;[]
neutral;27.07.2016 12:00;REWIND: SDCC2016: AmericanGods Takes Us All By Storm ;[{u'indices': [8, 17], u'text': u'SDCC2016'}, {u'indices': [19, 32], u'text': u'AmericanGods'}]
neutral;27.07.2016 11:35;RickAndMorty recreated America's most bonkers court transcript at SDCC2016  ;[{u'indices': [0, 13], u'text': u'RickAndMorty'}, {u'indices': [67, 76], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:35;Round-Up of SDCC 2016 (MCU)  Marvel SDCC2016;[{u'indices': [52, 59], u'text': u'Marvel'}, {u'indices': [60, 69], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:40;same ;[]
neutral;27.07.2016 10:25;SAME SAME ;[]
neutral;27.07.2016 10:03;Samurai Jack poster revealed at SDCC  via ;[]
neutral;27.07.2016 09:46;Saya suka video   Marvel's Luke Cage - SDCC - Teaser - Netflix [HD];[]
neutral;27.07.2016 10:22;SDCC 2016 -  My Recap  SDCC2016;[{u'indices': [46, 55], u'text': u'SDCC2016'}]
neutral;27.07.2016 12:05;SDCC 2016 Comic Con Exclusive Shopkins Shoppies Jessicake Gold Extremely Rare!! ;[]
neutral;27.07.2016 12:05;SDCC 2016 Comic Con Exclusive Shopkins Shoppies Jessicake Gold Extremely Rare!!:  $107.50 (18 Bids)End Date: ... ;[]
neutral;27.07.2016 12:03;SDCC 2016 Exclusive Bandai Power Rangers Red Ranger Legacy Collection Figure ;[]
neutral;27.07.2016 12:03;"SDCC 2016 EXCLUSIVE HASBRO MARVEL LEGENDS SERIES 6"" THE RAFT BOXSET SPIDER-MAN ";[]
neutral;27.07.2016 10:57;SDCC 2016 Exclusive Mattel Monster High Ghostbusters Frankie Stein Doll  ;[]
neutral;27.07.2016 11:26;SDCC 2016 Exclusive MOTU MARK TAYLOR 1981 A POFOLIO LIMITED EDITION HE-MAN  ;[]
neutral;27.07.2016 11:07;"SDCC 2016: DC's Legends of Tomorrow' First Look Trailer &amp; Panel...
Via News Break:  ";[]
neutral;27.07.2016 11:15;SDCC 2016: John Semper Talks Cyborg  movies movienews comicbooks;[{u'indices': [60, 67], u'text': u'movies'}, {u'indices': [68, 78], u'text': u'movienews'}, {u'indices': [79, 90], u'text': u'comicbooks'}]
neutral;27.07.2016 11:21;SDCC 2016: King Arthur Legend Of The Sword Trailer Unveiled:  CharlieHunnam KingArthur ;[{u'indices': [85, 99], u'text': u'CharlieHunnam'}, {u'indices': [100, 111], u'text': u'KingArthur'}]
neutral;27.07.2016 10:46;SDCC 2016: 'Once Upon A Time' Brings 'Aladdin' Character To A Whole New World ;[]
neutral;27.07.2016 11:46;"SDCC 2016:
Grant Gustin wore Flash t-shirt
Ezra Miller wore Flash snapback

I love them!";[]
neutral;27.07.2016 11:39;"SDCC Giveaway from      
ENTER: ";[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;27.07.2016 11:44;"SDCC Haul - Broly Exclusive, Batman toys, R2D2 &amp; More! ";[]
negativ;27.07.2016 10:26;SDCC is definitely on my bucket list, so jealous of everyone who went this year!;[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;27.07.2016 09:50;SDCC is like a huge gift box of new season trailers for faithful geeks, I just now realized;[]
negativ;27.07.2016 10:29;SDCC Mosquitos have me beaten, despite all the antihistamines looks like the allergic reaction happened anyway, ah well. Off to the doctors.;[]
neutral;27.07.2016 09:53;SDCC Muppets Figure, SUPER BEAKER, 2004 San Diego Comic Con EXCLUSIVE! Sealed!  ;[]
neutral;27.07.2016 11:05;SDCC pics courtesy of  nerdpics ;[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [36, 45], u'text': u'nerdpics'}]
neutral;27.07.2016 10:03;"SDCC POKEMON 20th Anniversary ASH &amp; Pikachu Figure Set  2016 SDCC COMIC CON Exclusive ";[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;27.07.2016 11:01;SDCC: Diamond Select Toys ;[]
neutral;27.07.2016 10:00;SDCC: The Trailer For The LEGO Batman Movie Is Here! -  - Batman;[{u'indices': [81, 88], u'text': u'Batman'}]
neutral;27.07.2016 10:30;SDCC2016 LightsOutmovie cast Interview ;[{u'indices': [0, 9], u'text': u'SDCC2016'}, {u'indices': [10, 25], u'text': u'LightsOutmovie'}]
neutral;27.07.2016 11:16;See the Wonder Woman Movie Trailer Released at Comic-Con - sdcc sdcc2016 ;[{u'indices': [59, 64], u'text': u'sdcc'}, {u'indices': [65, 74], u'text': u'sdcc2016'}]
positiv;27.07.2016 10:01;She is flawless OUAT SDCC2016 ;[{u'indices': [16, 21], u'text': u'OUAT'}, {u'indices': [22, 31], u'text': u'SDCC2016'}]
positiv;27.07.2016 10:48;she was such a happy tater tot at sdcc im crying ;[]
neutral;27.07.2016 10:07;Sherlock SDCC Panel 2 ;[]
neutral;27.07.2016 11:30;"shutterstocknow: 

The Flash in the SSTK Portrait Studio!   sdcc shutterstocknow... ";[{u'indices': [81, 86], u'text': u'sdcc'}, {u'indices': [87, 103], u'text': u'shutterstocknow'}]
neutral;27.07.2016 10:01;Signing tables OUAT SDCC2016 ;[{u'indices': [15, 20], u'text': u'OUAT'}, {u'indices': [21, 30], u'text': u'SDCC2016'}]
positiv;27.07.2016 12:05;So awesome craftmenship on this costume from SDCC. ;[]
positiv;27.07.2016 12:10;So I've been watching all the SDCC2016 panels of my favorite shows for 3 straight days, no big deal.;[{u'indices': [30, 39], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:23;SOME THINGS NEVER CHANGE (SDCC 2015 / SDCC 2016) ;[]
neutral;27.07.2016 11:00;Someone needs to aggregate all the VR from comic-con please. The point is global domination! sdcc2016;[{u'indices': [35, 38], u'text': u'VR'}, {u'indices': [94, 103], u'text': u'sdcc2016'}]
neutral;27.07.2016 10:14;South Park SDCC 2016: PC Principal and the language police ;[]
neutral;27.07.2016 11:04;South Park SDCC 2016: Pokemon GO ;[]
neutral;27.07.2016 10:53;South Park SDCC 2016: Pokemon GO TreyParker  ;[{u'indices': [33, 44], u'text': u'TreyParker'}]
negativ;27.07.2016 11:06;Star Wars Annoying Orange 2012 SDCC exclusive Fan boy talking rare funny joke   ;[]
neutral;27.07.2016 11:39;StarWars SDCC 2016 Hasbro Star Wars Black Series Kylo Ren Force Awakens Exclusive  Buzz;[{u'indices': [0, 9], u'text': u'StarWars'}, {u'indices': [107, 112], u'text': u'Buzz'}]
neutral;27.07.2016 10:30;StarWars Star Wars Black Kylo Ren Unmasked SDCC 2016 Exclusive Action Figure Set Hasbro  Buzz;[{u'indices': [0, 9], u'text': u'StarWars'}, {u'indices': [113, 118], u'text': u'Buzz'}]
positiv;27.07.2016 10:49;Such a great Saturday... Stay tuned for a YouTube video ;[]
neutral;27.07.2016 11:30;Suicide Squad CAST SIGNED Poster SDCC 2016 Comic Con Exclusive RARE LIMITED  ;[]
neutral;27.07.2016 11:00;SuicideSquad has the edge in VR using Finland's  OZO created content, previewed at SDCC2016 ;[{u'indices': [0, 13], u'text': u'SuicideSquad'}, {u'indices': [30, 33], u'text': u'VR'}, {u'indices': [40, 48], u'text': u'Finland'}, {u'indices': [58, 62], u'text': u'OZO'}, {u'indices': [93, 102], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:51;Supernatural Gag Reel Season 11 at SDCC 2016 (ComicCon) ! Yay!!! ;[]
neutral;27.07.2016 11:23;Supernatural Hall H Panel at SDCC 2016 ;[]
neutral;27.07.2016 10:16;"Supernatural season 11 gag reel!   
spn Sdcc Sdcc2016 NerdHQ MishaCollins JensenAckles JaredPadalecki";[{u'indices': [0, 13], u'text': u'Supernatural'}, {u'indices': [60, 64], u'text': u'spn'}, {u'indices': [65, 70], u'text': u'Sdcc'}, {u'indices': [71, 80], u'text': u'Sdcc2016'}, {u'indices': [81, 88], u'text': u'NerdHQ'}, {u'indices': [89, 102], u'text': u'MishaCollins'}, {u'indices': [103, 116], u'text': u'JensenAckles'}, {u'indices': [117, 132], u'text': u'JaredPadalecki'}]
neutral;27.07.2016 09:44;Take the Black Podcast: Everything Game of Thrones at SDCC  via ;[]
negativ;27.07.2016 11:56;tentatively hyped. im sure the universe will screw me over and make the bruce one ugly tho. ;[]
negativ;27.07.2016 10:35;TFW you can't find a single one of the impressive stack of business cards you were given at SDCC.;[]
positiv;27.07.2016 09:47;That little gay actor would have been a good transitional Bradley / Chelsea manning  ;[]
positiv;27.07.2016 11:37;The latest The Mana Junkie Daily!  Thanks to    saultnews sdcc;[{u'indices': [107, 117], u'text': u'saultnews'}, {u'indices': [118, 123], u'text': u'sdcc'}]
neutral;27.07.2016 11:34;The latest The Twilight Italian MomS Daily!  demsinphilly sdcc;[{u'indices': [68, 81], u'text': u'demsinphilly'}, {u'indices': [82, 87], u'text': u'sdcc'}]
positiv;27.07.2016 10:56;The latest The WeAreGeek Weekly!  Thanks to    sdcc demsinphilly;[{u'indices': [106, 111], u'text': u'sdcc'}, {u'indices': [112, 125], u'text': u'demsinphilly'}]
neutral;27.07.2016 11:01;The latest Urban Edge Mag!  sdcc ewcomiccon;[{u'indices': [51, 56], u'text': u'sdcc'}, {u'indices': [57, 68], u'text': u'ewcomiccon'}]
negativ;27.07.2016 11:41;The Operative is teaching Sherlock that there is NO LOGIC, as he was once taught there is NO PERFECT WORLD. XD ;[]
neutral;27.07.2016 11:35;The Prime Directive has rebooted.  Stories via    sdcc2016 edfringe2016;[{u'indices': [106, 115], u'text': u'sdcc2016'}, {u'indices': [116, 129], u'text': u'edfringe2016'}]
positiv;27.07.2016 11:00;The Walking Dead Panel At SDCC Was Full Of Fun, Glitter, And An Evil Twin Named Karen  ;[]
neutral;27.07.2016 11:04;The Wu dancing with JossWhedon NerdHQ  SDCC ;[{u'indices': [20, 31], u'text': u'JossWhedon'}, {u'indices': [41, 46], u'text': u'SDCC'}]
neutral;27.07.2016 09:59;The100 cast SDCC2016 ;[{u'indices': [0, 7], u'text': u'The100'}, {u'indices': [13, 22], u'text': u'SDCC2016'}]
neutral;27.07.2016 09:58;The100 girls b killing it SDCC2016 https://t.co/j58SzqyU;[{u'indices': [0, 7], u'text': u'The100'}, {u'indices': [27, 36], u'text': u'SDCC2016'}]
neutral;27.07.2016 10:23;TheOriginals cast SDCC2016 ;[{u'indices': [0, 13], u'text': u'TheOriginals'}, {u'indices': [19, 28], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:39;These are the Olly Moss Star Wars cards (SDCC exclusive) ;[]
neutral;27.07.2016 12:10;these*** ;[]
positiv;27.07.2016 11:59;they are literally hugging for like 10+ seconds, what kinda real life sisters!!  ;[]
positiv;27.07.2016 11:40;they're adorable I cry  ;[]
positiv;27.07.2016 10:22;They're so gorgeous and I'm gonna cry TVDForever SDCC2016 ;[{u'indices': [38, 49], u'text': u'TVDForever'}, {u'indices': [50, 59], u'text': u'SDCC2016'}]
positiv;27.07.2016 10:36;This is brilliant. Inspiration for any collector with an interest in photography  SDCC2016 SDCC StarWars;[{u'indices': [69, 81], u'text': u'photography'}, {u'indices': [106, 115], u'text': u'SDCC2016'}, {u'indices': [116, 121], u'text': u'SDCC'}, {u'indices': [122, 131], u'text': u'StarWars'}]
positiv;27.07.2016 11:23;This is one of my favorite artists working today! roger ;[{u'indices': [50, 56], u'text': u'roger'}]
positiv;27.07.2016 11:13;This is so cool.. ;[]
negativ;27.07.2016 11:24;THIS IS WHAT I THOUGHT. It was a measly 3 minutes  ;[]
negativ;27.07.2016 12:08;this sdcc photos,, im crying;[]
neutral;27.07.2016 11:01;This week's BigPaper looks back on SDCC  by  ;[{u'indices': [12, 21], u'text': u'BigPaper'}, {u'indices': [36, 41], u'text': u'SDCC'}]
neutral;27.07.2016 11:13;This week's podcast covers the new trailers out of SDCC, comic book films and independent comics! Featuring... ;[]
neutral;27.07.2016 09:55;TMNT S.H. Figuarts da Tamashii Nations al SDCC2016 ;[{u'indices': [42, 51], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:24;Top SDCC2016 story: KONG : SKULL ISLAND Comic-Con Trailer  see more ;[{u'indices': [4, 13], u'text': u'SDCC2016'}]
positiv;27.07.2016 09:52;Trailers, Announcements and Castings, Oh My! - SDCC 2016:  via ;[]
positiv;27.07.2016 10:15;True LOVE ;[]
neutral;27.07.2016 10:21;TVDForever SDCC2016 male cast ;[{u'indices': [0, 11], u'text': u'TVDForever'}, {u'indices': [12, 21], u'text': u'SDCC2016'}]
neutral;27.07.2016 10:12;Unboxing The SDCC Arcade Edition TMNT Action Figures -  ;[]
neutral;27.07.2016 11:40;UPROXX - RickAndMorty recreated America's most bonkers court transcript at SDCC2016  ;[{u'indices': [9, 22], u'text': u'RickAndMorty'}, {u'indices': [76, 85], u'text': u'SDCC2016'}]
neutral;27.07.2016 11:14;via Giphy, new internet art  ;[]
neutral;27.07.2016 10:20;VIDEO | Supergirl - Tyler Hoechlin - SDCC 2016 ;[]
neutral;27.07.2016 12:05;Vlogcast 7: BlairWitch (3?), SDCC trailer reactions and Hastings going out of business:  ;[{u'indices': [13, 24], u'text': u'BlairWitch'}, {u'indices': [31, 36], u'text': u'SDCC'}, {u'indices': [59, 68], u'text': u'Hastings'}]
positiv;27.07.2016 11:48;Want to win SDCC Surprize Pack Giveaway? I just entered to win and you can too. ;[]
positiv;27.07.2016 10:09;Want! Want! Want! ;[]
neutral;27.07.2016 11:38;"Watching all the WynonnaEarp stuff from SDCC makes me really miss Xena Cons &amp; Xenites. Geek &amp; gay &amp; lots of beer drinking in hot tubs.";[{u'indices': [17, 29], u'text': u'WynonnaEarp'}]
neutral;27.07.2016 12:06;When your idol a little crazy... BenedictCumberbatch SDCC2016 ;[{u'indices': [33, 53], u'text': u'BenedictCumberbatch'}, {u'indices': [54, 63], u'text': u'SDCC2016'}]
